,date,id,text,username,followers,favorites,retweets
33,2021-10-09 17:24:46+00:00,1446889388282163200,"@kmspleaseee @BTC_rchive Thank you!
Scammers everywhere!",BTC_Archive,960082,7,0
34,2021-10-08 11:53:29+00:00,1446443628398845955,"US SEC approved an ETF that tracks companies with significant #Bitcoin exposure. 

Companies tracked include MicroStrategy, BTC miners etc",BTC_Archive,960082,3133,424
35,2021-10-07 21:21:44+00:00,1446224244740927492,"@bradwyman Well, just play that through. If you used “counterfeit” stable coin to buy BTC - you own the BTC. What’s the problem for you? Nothing. Problem for the stablecoin holder maybe.",BTC_Archive,960082,1,0
36,2021-10-07 12:55:32+00:00,1446096855662739461,@jaffer_ali1 what do you think validates BTC value?,BTC_Archive,960082,0,0
37,2021-10-07 09:14:29+00:00,1446041226025783300,"@nonamedlish they receive in BTC, but can convert to USD at no cost if they wish to do so.",BTC_Archive,960082,14,0
38,2021-10-06 19:49:06+00:00,1445838546087157763,@cryptohypn0 @BTC_Archtve 🙌🙏,BTC_Archive,960082,0,0
39,2021-10-06 19:37:04+00:00,1445835516105175040,@cryptohypn0 @BTC_Archtve Pls report the scammer. They’ve blocked me.,BTC_Archive,960082,0,0
40,2021-10-06 07:37:05+00:00,1445654328904019975,@manu_b They prob discovered btc dominance metric 🤦🏻‍♂️,BTC_Archive,960082,1,0
41,2021-10-05 11:25:04+00:00,1445349315304644608,"$82.2B #Bitcoin currently held in corporate treasuries.
That's a total of 1,660,430 $BTC",BTC_Archive,960082,2183,265
42,2021-10-04 21:26:03+00:00,1445138170211930119,@BTC_After_Party I’ve got it but implementation isn’t straight forward.,BTC_Archive,960082,0,0
43,2021-10-04 21:21:58+00:00,1445137141181435904,@BTC_After_Party i will when we get strike :),BTC_Archive,960082,2,0
44,2021-10-04 16:03:48+00:00,1445057070382911492,"@dapatzi94 Yeah, worked fine for btc address.
Muun doesn't generate btc/lightning addresses accepted by twitter, so I'll just have to wait for strike...one day.",BTC_Archive,960082,3,0
45,2021-09-30 16:43:41+00:00,1443617558624706567,@n_grbovic @DocumentingBTC Unlikely…,BTC_Archive,960082,1,0
46,2021-09-27 19:54:15+00:00,1442578353278554112,"@noufsmith Well, there are 5.6m Bitcoin transactions per day but only 14k atm transactions. 

2.2m wallets in total. 

I’d stay it looks like they’re mostly using BTC to transact.",BTC_Archive,960082,3,0
47,2021-09-27 19:01:13+00:00,1442565004234870785,@zig_lord @BTC___Archivee Pls report and block. They block me 🤷🏻‍♂️,BTC_Archive,960082,1,0
48,2021-09-24 12:55:27+00:00,1441385794107625484,@bitcoingraffiti Btc.,BTC_Archive,960082,2,0
49,2021-09-21 18:43:10+00:00,1440386134337417232,"@Ziga93522955 Well, 1000 BTC is 42.2m right now…",BTC_Archive,960082,14,1
50,2021-09-21 17:32:22+00:00,1440368316606922752,"Buy or sell, it doesn’t matter. 
#Bitcoin is being used for remittances. 

ANY use case is positive. However someone can benefit from BTC that’s how they should use it - even if they’re cashing out to usd. 

Don’t sneer at people who live in circumstances different to yours!",BTC_Archive,960082,631,45
51,2021-09-20 10:48:12+00:00,1439904217410543617,"El Salvador bought the dip - AGAIN! 

Another +150 #Bitcoin
Total = 700 #BTC",BTC_Archive,960082,3870,361
52,2021-09-18 09:25:19+00:00,1439158584462516226,@Seriously_BTC @woonomic @novogratz It’s amazing that I’ve got this many 😱,BTC_Archive,960082,1,0
53,2021-09-14 13:54:39+00:00,1437776813724479499,"Illiquid #Bitcoin supply means the #BTC isn’t moving. 

So the available supply for buyers is shrinking - It will take higher prices to tempt them to sell. 

👇Supply vs ☝️Demand = 🚀price.",BTC_Archive,960082,519,52
54,2021-09-13 12:45:30+00:00,1437397022546534404,"It is fashionable in some corners of Bitcoin Twitter to hate on Michael Saylor. 

This guy has literally put his life’s work on the line with his investment in #Bitcoin

He has educated more than 10,000 corporates about using #BTC as a treasury asset. 

Ignore the fanatics.",BTC_Archive,960082,1188,121
55,2021-09-10 13:56:27+00:00,1436327714395508741,"Fold App is integrating ⚡️
Lightning Network in 2022! 

https://t.co/Mc9mVjD5QE

1. Ditch your bank! 🤮 

2. Spend with @Fold_App and get #Bitcoin back! 

3. Withdraw your #BTC rewards to a Lightning wallet - Coming Soon.",BTC_Archive,960082,344,41
56,2021-09-08 21:51:36+00:00,1435722514077003778,@NBA_ComputerMan @maxkeiser @btc @Bitcoin Sounds odd.,BTC_Archive,960082,1,0
57,2021-09-08 19:30:33+00:00,1435687018244317186,"Ed Snowden on #Bitcoin:
There is now pressure on competing nations to acquire #Bitcoin...Latecomers may regret hesitating.

Let's watch them scramble for #BTC 
21m forever 🙌",BTC_Archive,960082,3099,405
58,2021-09-08 17:48:38+00:00,1435661368158474243,@alterhodl @BarnabusCarmud1 @mir_btc Probably too much in that to discuss in tweets 😉,BTC_Archive,960082,1,0
59,2021-09-08 17:44:05+00:00,1435660223885217799,"@alterhodl @BarnabusCarmud1 @mir_btc Bad players “may” be excluded… when it’s too late. When people die, water is poisoned, air is toxic…maybe then. Maybe.",BTC_Archive,960082,0,0
60,2021-09-08 17:19:49+00:00,1435654119361060874,"@BarnabusCarmud1 @mir_btc That instance? Sure, perhaps. 

The dozens of privately owned apartment complexes in the city with the same faulty cladding?",BTC_Archive,960082,0,0
61,2021-09-08 14:50:22+00:00,1435616506197516295,@ElectraNation @DocumentingBTC Love it 👌,BTC_Archive,960082,3,0
62,2021-09-08 11:39:07+00:00,1435568379868454916,"@mir_btc Cladding: same problem with Grenfell Tower in London where 72 died. 

Next time someone says “free market solves everything” they should be pointed to this among so many examples.",BTC_Archive,960082,4,0
63,2021-09-07 17:41:04+00:00,1435297075927859205,"McDonald’s accepting #Bitcoin in El Salvador makes it easier to accept #BTC in neighbouring countries. 

Once that internal competency has been established, it’s very easy to share the knowledge to other countries.",BTC_Archive,960082,984,103
64,2021-09-07 13:12:36+00:00,1435229514255196164,@ImSubhaJit7 he also said BTC was formiing head and shoulders pattern LOL.,BTC_Archive,960082,7,0
65,2021-09-07 13:10:47+00:00,1435229059856879617,"Visa is testing DIRECT #Bitcoin card payments in Brazil 🇧🇷 

Direct #Bitcoin payments mean *no intermediary* that exchanges
 #BTC - Fiat - #BTC",BTC_Archive,960082,1631,247
66,2021-09-06 20:16:54+00:00,1434973904834023424,"El Salvador just bought 200 #BTC and plans to buy ""a lot more"", according to President @NayibBukele",BTC_Archive,960082,2989,342
67,2021-09-04 19:04:24+00:00,1434230885147193349,"@woonomic Speculators remain speculators IMO.
If you don't develop conviction about the macro+BTC then price rises = profit taking, sooner or later.",BTC_Archive,960082,160,6
68,2021-09-02 10:36:01+00:00,1433378169470558210,"people asking how 10 BTC can be a ""pleb"".
Pleb is an individual, can be rich or not.
Maybe they weren't so rich when they bought their 10 BTC ;)

 Highly unlikely a company buys just 10 BTC.",BTC_Archive,960082,278,5
69,2021-09-02 10:34:19+00:00,1433377742897229833,"@itsluncht1me @vavoo31753617 nah, not showing full inputs into formula.
It's under 10 BTC.",BTC_Archive,960082,2,0
70,2021-09-02 10:31:59+00:00,1433377156546052096,@dirkcryptodiggy if you have 9.9 BTC you should stack harder...just for the symbolism of having 10 BTC :),BTC_Archive,960082,12,0
71,2021-09-02 10:20:55+00:00,1433374372975288322,"#Bitcoin supply held by Entities with less than 10 #BTC keeps rising. 

Plebs bought the dip. 
Never stopped! 🙌 https://t.co/BKemGz30Xt",BTC_Archive,960082,958,138
72,2021-09-02 09:25:30+00:00,1433360422992760834,"$266m #Bitcoin was moved off Coinbase and into cold storage last night! 🐳🐳🐳

Another 5,500 #BTC off the market. 🚀",BTC_Archive,960082,3892,497
73,2021-09-01 12:29:41+00:00,1433044390268780549,"A carbon-negative #Bitcoin ETF is being launched in Canada.

Wen USA - any #BTC ETF?",BTC_Archive,960082,1627,157
74,2021-08-31 22:19:38+00:00,1432830466416156675,@stacyherbert I read that it was Gavin who funded the whole 19k BTC. 😱amazing.,BTC_Archive,960082,26,1
75,2021-08-31 21:07:32+00:00,1432812320380620802,@mir_btc they are different worlds :D,BTC_Archive,960082,10,0
76,2021-08-31 19:11:19+00:00,1432783076678115332,El Salvador approved #Bitcoin law to create $150m fund to facilitate #BTC-USD-#BTC conversions.,BTC_Archive,960082,3898,502
77,2021-08-30 11:12:44+00:00,1432300249025060864,@MindMathMoney Probably very proud. How many btc would you need to have before you gave away 19k BTC? 🤔,BTC_Archive,960082,175,2
78,2021-08-30 11:07:53+00:00,1432299027266158597,"The website gave away a total of 19,715 #BTC worth $946m today.",BTC_Archive,960082,679,43
79,2021-08-30 10:38:01+00:00,1432291508728762373,@JohnPDalyJr @BTC_ARchlve1 I think you're replying to a scam account which has me blocked. Pls report them.,BTC_Archive,960082,1,0
80,2021-08-27 19:29:09+00:00,1431338012701511680,@Russian_BTC @BTC_Archive4 So many scammers,BTC_Archive,960082,2,0
81,2021-08-27 19:27:38+00:00,1431337627924434954,@Russian_BTC @BTC_Archive4 🤦🏻‍♂️ they block me,BTC_Archive,960082,1,0
82,2021-08-26 13:04:21+00:00,1430878785428234243,"@sdav08 @DavidPBitcoin Looking for ""reasons"" every time BTC moves 4-5% is a fool's errand. Don't get precious about it.",BTC_Archive,960082,0,0
83,2021-08-26 11:38:01+00:00,1430857058790920192,"seems this requires a bit of explaining.

The first tweet shows the NET outflow.
Yes, some BTC moved onto exchanges and some left, but the net position was an outflow of 27.3K.

The coinbase chart shows the net positions for Coinbase only, for context.",BTC_Archive,960082,300,9
84,2021-08-26 11:35:32+00:00,1430856435550855172,"@tulkooo first tweet is net BTC taken off exch.
Just showing which exchange led this.",BTC_Archive,960082,8,0
85,2021-08-26 10:30:57+00:00,1430840182782234630,"$292m #Bitcoin was moved from Binance to cold storage at Xapo - a vault under Swiss mountains! 🐳 🐳🐳

Another 6000 #BTC off the market!
🙌 🚀",BTC_Archive,960082,4854,626
86,2021-08-25 10:54:30+00:00,1430483718892892162,"@Amirhossein2379 Just posting what I see.
I don't try to pump for the sake of it.
I'm genuinely bullish on BTC.",BTC_Archive,960082,48,1
87,2021-08-25 07:33:53+00:00,1430433230801473540,@thefatbitcoin2 @mir_btc @BustaRhymes Niceee 👌,BTC_Archive,960082,2,0
88,2021-08-24 08:26:03+00:00,1430083972336341026,"El Salvador is installing 200 #Bitcoin ATMs for people to convert USD - #BTC- USD and withdrawing in cash. 

Adoption☝️🚀🌖",BTC_Archive,960082,3943,568
89,2021-08-23 20:22:19+00:00,1429901841177919496,@Russian_BTC 😂 you’re the only one who tweets about giving me BTC. Everybody else is begging for donations 😂,BTC_Archive,960082,5,0
90,2021-08-23 17:18:30+00:00,1429855581318307848,@memetoshi_ @DocumentingBTC @michael_saylor @MicroStrategy @UfukIncePhD 😂 literally 2 weeks later BTC started an epic +540% bull run.,BTC_Archive,960082,5,0
91,2021-08-20 19:06:57+00:00,1428795709256519682,@Deute818 @CHAIRFORCE_BTC 😂,BTC_Archive,960082,2,0
92,2021-08-20 17:26:23+00:00,1428770400540966916,"@Darky999 @kodakblaqq Not much in the BTC space until recently.
This change is noteworthy.",BTC_Archive,960082,4,0
93,2021-08-20 13:56:34+00:00,1428717599861444608,@danheld ...soon you'll get a better yield on those BTC when the funding rockets!,BTC_Archive,960082,85,7
94,2021-08-19 16:54:33+00:00,1428400000850145292,@_JimmyStonks @DocumentingBTC @BitcoinMagazine 🙏,BTC_Archive,960082,0,0
95,2021-08-19 15:40:28+00:00,1428381357420466182,@BustaRhymes #BTC multiplies…,BTC_Archive,960082,289,3
96,2021-08-16 23:44:38+00:00,1427416038237409280,@john_scavone @APompliano @GoingParabolic @DocumentingBTC @Benaskren @ZeroHedge_ @JoePompliano @WClementeIII @novogratz @maxkeiser @woonomic @scottmelker @Nadja_d11 😂 👌,BTC_Archive,960082,5,0
97,2021-08-14 15:54:39+00:00,1426572988338614276,"@NotJpm @paoloardoino @LynAldenContact Yes, I think she was addressing the claim that btc owes its ascent to tether printing. This is a well known claim that doesn’t hold up. 

I think this was the main point rather than being literal about tether market cap remain precisely flat over the period.",BTC_Archive,960082,2,0
98,2021-08-14 15:28:28+00:00,1426566400722755590,"@paoloardoino @LynAldenContact come on Paolo.
Tether:  62b to 63b
USDC: 26b to 28b
88b to 91b increase of 3b

vs BTC's +50% rebound
Increase of hundreds of billions.

@LynAldenContact is not wrong, you're just being pedantic.",BTC_Archive,960082,12,2
99,2021-08-12 20:50:10+00:00,1425922581450919936,"@AngelaD1__ @ggreenwald slow BTC news day so I'm stalking Glenn.
He doesn't seem to mind :)",BTC_Archive,960082,2,0
100,2021-08-10 12:36:04+00:00,1425073462444441617,"VanEck just filed for a #Bitcoin Strategy ETF that will hold #BTC futures and #Bitcoin funds.

- the SEC chairman signalled this type of ETF was more likely to be approved.",BTC_Archive,960082,1937,234
101,2021-08-09 14:28:12+00:00,1424739294455926792,"💥Please be careful💥

The scam accounts have started again. 

• I will not DM you
• I do not care about your trading. 
• Don’t send anybody your BTC.",BTC_Archive,960082,563,60
102,2021-08-09 10:36:57+00:00,1424681099096203268,"@RD_btc @ParchedMint @CynthiaMLummis @dergigi This is one of my favourite memes. 
Brilliant modification 👌 😂",BTC_Archive,960082,16,2
103,2021-08-08 16:07:43+00:00,1424401950968360962,"@jaffer_ali1 @caprioleio 👍 agree. For certain? No. 
But helps reduce the odds of being wrong.  

Btc market is young enough and small enough that one big player can change momentum. “All your models are destroyed”.",BTC_Archive,960082,54,1
104,2021-08-07 13:33:13+00:00,1424000680751210503,@Russian_BTC 😂 here we go!,BTC_Archive,960082,14,0
105,2021-08-06 19:26:56+00:00,1423727309937381380,@heraklit20 Only three btc.,BTC_Archive,960082,1,0
106,2021-08-05 15:19:39+00:00,1423302691355303937,"Both #Bitcoin strategy ETFs could hold Canadian Bitcoin ETF shares, which hold #BTC directly.",BTC_Archive,960082,479,37
107,2021-08-05 10:29:34+00:00,1423229686772027392,"*legal for payment and regulate #BTC use within the South American country - CoinDesk.

It will not be formally recognised as legal tender.",BTC_Archive,960082,498,30
108,2021-08-04 18:30:41+00:00,1422988376777633798,"French asset manager Melanion Capital is launching a #Bitcoin fund that tracks the price of #BTC🚀 
- Financial Times",BTC_Archive,960082,1448,178
109,2021-08-04 14:23:08+00:00,1422926078780354560,@paullie_btc @TwitterSupport @jack Why not? Brands are verified all the time.,BTC_Archive,960082,2,0
110,2021-08-03 11:08:35+00:00,1422514729273208833,"$16.5 TRILLION negative yielding global debt. Strong correlation with #BTC price 🤔 

Buy #Bitcoin 🚀 https://t.co/jHfhS3fVV3",BTC_Archive,960082,952,127
111,2021-08-02 16:00:46+00:00,1422225872682110976,"#Bitcoin will make you feel 2 things:

1. You’re too late - NEVER TRUE. 
2. You don’t have enough - ALWAYS TRUE

#BTC",BTC_Archive,960082,1912,263
112,2021-08-01 16:27:01+00:00,1421870090845364236,"@btc440k what is a lie?
Are they using gas for btc mining, or not?",BTC_Archive,960082,0,0
113,2021-08-01 13:14:33+00:00,1421821656364953601,"Twitter should add the price of #BTC at the bottom of every tweet with #Bitcoin in it. 🧐 

$41,549",BTC_Archive,960082,4763,449
114,2021-07-31 15:36:25+00:00,1421494967663579139,@martabcalvinho I'm seeing 61% own BTC or ETH.,BTC_Archive,960082,7,0
115,2021-07-31 00:04:02+00:00,1421260327946268673,@SirBuffton @DocumentingBTC 🙏,BTC_Archive,960082,1,0
116,2021-07-31 00:01:32+00:00,1421259699937239042,@_joerodgers @DocumentingBTC 😂 pervert!,BTC_Archive,960082,5,0
117,2021-07-30 23:58:43+00:00,1421258988080013319,@SirBuffton @DocumentingBTC It comes off as patronising.,BTC_Archive,960082,0,0
118,2021-07-30 23:57:53+00:00,1421258778549407746,@_joerodgers @DocumentingBTC I’m not aware of any tension 🤷🏻‍♂️,BTC_Archive,960082,2,0
119,2021-07-30 23:01:26+00:00,1421244573901377540,@BrittneeCoomer @DocumentingBTC 😂,BTC_Archive,960082,1,0
120,2021-07-30 22:53:33+00:00,1421242589878046723,@DocumentingBTC LoL you've come to troll me?,BTC_Archive,960082,102,2
121,2021-07-30 16:46:43+00:00,1421150273574158337,@mir_btc For all of us 😉 👍,BTC_Archive,960082,5,0
122,2021-07-30 16:43:45+00:00,1421149526107299846,@mir_btc 🙏 crazy…,BTC_Archive,960082,2,0
123,2021-07-30 15:04:36+00:00,1421124574931038213,@Russian_BTC 😂 so hot right now,BTC_Archive,960082,1,0
124,2021-07-29 21:54:00+00:00,1420865215168761856,@Russian_BTC @GoingParabolic 👌 😉,BTC_Archive,960082,0,0
125,2021-07-29 08:16:17+00:00,1420659431881183236,@Russian_BTC @GoingParabolic 👌 🤩,BTC_Archive,960082,2,0
126,2021-07-28 15:14:04+00:00,1420402180280967168,@Russian_BTC @GoingParabolic Pic?,BTC_Archive,960082,2,0
127,2021-07-28 11:26:36+00:00,1420344935644008453,Coinbase BTC outflows 👇 https://t.co/JHxxSGsPZW,BTC_Archive,960082,453,33
128,2021-07-28 11:26:09+00:00,1420344822628503557,Binance BTC outflows 👇 https://t.co/t4WNPm20ZS,BTC_Archive,960082,484,41
129,2021-07-27 21:01:56+00:00,1420127336847052805,"@BitcoinFugazi not sure, it's just net balance so I presume it's retained BTC from mining.",BTC_Archive,960082,18,1
130,2021-07-27 16:23:42+00:00,1420057319111593987,@Mich37412981 @_BTC_Archiive That’s a scammer.,BTC_Archive,960082,1,0
131,2021-07-26 18:50:00+00:00,1419731745155465219,@Russian_BTC @HodlTillMooon He doesn’t understand Russians.,BTC_Archive,960082,4,0
132,2021-07-26 16:01:33+00:00,1419689355241734144,"@corndalorian LoL I do.
That CEO sold his company's BTC.",BTC_Archive,960082,18,0
133,2021-07-26 12:58:05+00:00,1419643186201481218,@Russian_BTC 😂 I won’t send back double,BTC_Archive,960082,60,0
134,2021-07-23 17:21:27+00:00,1418622300354666496,@sperax_io @davidgokhshtein @Twitter @Cointelegraph @BitcoinMagazine @TheMoonCarl @TheCryptoLark @DocumentingBTC @intocryptoverse 😉 👍,BTC_Archive,960082,4,0
135,2021-07-22 12:11:40+00:00,1418181951538802689,@iamsambarry @btc Pls report them 🙏 there are so many.,BTC_Archive,960082,6,0
136,2021-07-21 13:47:32+00:00,1417843689741762562,Upgrade inc. has launched a #Bitcoin Rewards Card paying 1.5% #BTC on every purchase. 🙌 🚀,BTC_Archive,960082,1022,112
137,2021-07-20 13:29:44+00:00,1417476820744744965,@MouhcineBaou @DocumentingBTC 🙌,BTC_Archive,960082,1,0
138,2021-07-20 09:09:10+00:00,1417411248715714592,21m #BTC - Forever! 🙌 https://t.co/Cj2xqmGOZI,BTC_Archive,960082,3198,275
139,2021-07-17 15:53:23+00:00,1416425810148433921,"@Calle__B @Ben_deWaal @lodelascripto @JayHao8 @DocumentingBTC @BitcoinMagazine @nicolasburtey @Excellion @adam3us @stablekwon @APompliano @Sota_Web3 @ruitao_su just had the same conversation in another thread. Difficult to be precise, but easy to know the direction.  That's more important to me when dealing with ambiguity.",BTC_Archive,960082,2,0
140,2021-07-17 15:00:29+00:00,1416412496798359557,@Calle__B @JayHao8 @DocumentingBTC @BitcoinMagazine @nicolasburtey @Excellion @adam3us @stablekwon @APompliano @Sota_Web3 @ruitao_su 🙏 tweeted.,BTC_Archive,960082,2,0
141,2021-07-16 13:42:35+00:00,1416030503493378049,"@StephenJSB @bryepp bc it's an old company in a mature industry with established practices. For them to even think about Bitcoin, let alone accept it - is a HUGE indication of growing awareness and acceptance of BTC.",BTC_Archive,960082,5,0
142,2021-07-16 13:33:47+00:00,1416028289135792128,"@ehill111 it's called savings. 
Quaint concept, I know.

I don't need it for day to day expenses so I buy BTC.  Not everybody with savings is rich or elite.",BTC_Archive,960082,0,0
143,2021-07-14 22:27:44+00:00,1415437887538089987,@_BTC__Archive_ @MsHodl Scammer ☝️☝️☝️,BTC_Archive,960082,0,0
144,2021-07-14 17:01:18+00:00,1415355736662630410,"WATCH: New York Giant @Saquon announces his +$10m endorsement income will be converted to #Bitcoin. 

+$10m a year straight into $BTC 
 https://t.co/XKqXme9UOa",BTC_Archive,960082,641,113
145,2021-07-14 09:13:26+00:00,1415237996639621122,@AlessandroOtt17 @BTC_Acihve @BTC_Archives @BTC_Archive0_ @BTC__Archive @BTC_Archive1O Thank you!,BTC_Archive,960082,3,0
146,2021-07-14 08:30:30+00:00,1415227191336517637,"@TeslaAndBitcoin Inflation was anticipated the moment the fed announced its money printing. 

Almost every major investor pointed to BTC being an inflation hedge.  

It’s not misleading anybody to say Bitcoin went up in anticipation of inflation. Strong case.",BTC_Archive,960082,6,0
147,2021-07-13 21:31:58+00:00,1415061466227556359,@stiiiiiiiff @TheCryptoDude5 @BTC_Acihve @BTC_Archives @BTC_Archive0_ @BTC__Archive @BTC_Archive1O @verified @jack @GoingParabolic They’d rather people continued being scammed than verify Bitcoin accounts 🤷🏻‍♂️,BTC_Archive,960082,0,0
148,2021-07-13 18:52:52+00:00,1415021427577737217,@Selda59100235 @BTC_Acihve @BTC_Archives @BTC_Archive0_ @BTC__Archive @BTC_Archive1O 🙌,BTC_Archive,960082,0,0
149,2021-07-13 18:52:39+00:00,1415021371831296002,@Dominus_F @BTC_Acihve @BTC_Archives @BTC_Archive0_ @BTC__Archive @BTC_Archive1O Yeah they’re just as bad over there,BTC_Archive,960082,0,0
